id,name,overview,tagline,first_air_date,vote_average,vote_count,popularity,original_language,status,type,number_of_seasons,number_of_episodes,networks,genres,production_companies,content_rating,top_cast,directors,writers,keywords
117581,Ginny & Georgia,"Angsty and awkward fifteen year old Ginny Miller often feels more mature than her thirty year old mother, the irresistible and dynamic Georgia Miller. After years on the run, Georgia desperately wants to put down roots in picturesque New England and give her family something they've never had... a normal life. But it's not all carpool and Kombucha as Georgia's past threatens her and her family's new way of life... and Georgia will do anything to protect her family.",Everything's just peachy.,2021-02-24,8.067,1633,182.6101,en,Returning Series,Scripted,3,30,['Netflix'],"['Comedy', 'Drama']","['Blue Ice Pictures', 'Dynamic Television']",,"['Antonia Gentry', 'Brianne Howey', 'Diesel La Torraca', 'Jennifer Robertson', 'Felix Mallard']",[],['Sarah Lampert'],"['femme fatale', 'romance', 'neighbor', 'female protagonist', 'motorcycle gang', 'childhood sexual abuse', 'town mayor', 'teen drama', 'dramedy', 'abuse', 'self-harm', 'abusive boyfriend', 'defraud', 'mother daughter relationship', 'abused woman', 'guns', 'high school drama', 'abused child', 'child sexual abuse']"
80805,The Epic Tales of Captain Underpants,Fourth-grade friends George and Harold have a shared love of pranks and comic books -- and turning their principal into an undies-wearing superhero.,,2018-07-13,7.5,66,153.4457,en,Ended,Scripted,3,39,['Netflix'],"['Comedy', 'Kids', 'Animation']",['DreamWorks Animation Television'],,"['Nat Faxon', 'Jay Gragnani', 'Ramone Hamilton', 'Sean Astin', 'Peter Hastings']",[],['Peter Hastings'],"['underwear', 'elementary school', 'alter ego', 'superhero', 'best friend', 'principal', 'baldness']"
64783,Dawn of the Croods,"The world's first family is back for more laughs as they discover sports, sleepovers and other wonders in a world of exotic creatures and adventures. This 2D animated cartoon is based on the 3D animated feature film, ""The Croods"".",,2015-12-24,7.4,95,103.7677,en,Ended,Scripted,4,89,['Netflix'],"['Animation', 'Family', 'Kids', 'Comedy', 'Action & Adventure']",['DreamWorks Animation Television'],,"['Dan Milano', 'Cree Summer', 'Stephanie Lemelin', 'A.J. LoCascio', 'Laraine Newman']",[],['Brendan Hay'],"['family relationships', 'prehistory', 'based on movie', 'ancient times']"
1424,Orange Is the New Black,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",Every sentence is a story.,2013-07-11,7.658,2613,87.8076,en,Ended,Scripted,7,91,['Netflix'],"['Comedy', 'Drama']","['Lionsgate Television', 'Tilted Productions']",,"['Taylor Schilling', 'Natasha Lyonne', 'Uzo Aduba', 'Danielle Brooks', 'Jackie Cruz']",[],[],"['prison', ""women's prison"", 'lesbian relationship', 'prison life']"
61222,BoJack Horseman,"Meet the most beloved sitcom horse of the '90s , 20 years later. He's a curmudgeon with a heart of...not quite gold...but something like gold. Copper?",Don't look back. You're not going that way.,2014-08-22,8.545,2563,83.0742,en,Ended,Scripted,6,76,['Netflix'],"['Animation', 'Comedy', 'Drama']","['The Tornante Company', 'ShadowMachine', 'Boxer vs. Raptor']",,"['Will Arnett', 'Aaron Paul', 'Alison Brie', 'Amy Sedaris', 'Paul F. Tompkins']",[],"['Steven A. Cohen', 'Raphael Bob-Waksberg', 'Will Arnett', 'Aaron Paul', 'Noel Bright']","['drug abuse', 'show business', 'depression', 'nihilism', 'horse', 'cynicism', 'alcoholism', 'satire', 'adult humor', 'anthropomorphism', 'hollywood', 'adult animation', 'hollywood star', 'existentialism', 'sitcom', 'angry', 'philosophical', 'nihilist', 'ironic', 'inspirational', 'absurd', 'hilarious', 'depressing', 'callous', 'harsh', 'informative', 'tv comedies']"
77169,Cobra Kai,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",Back in the Valley. One final fight.,2018-05-02,8.213,6618,78.9398,en,Ended,Scripted,6,65,"['Netflix', 'YouTube Premium']","['Action & Adventure', 'Drama', 'Comedy']","['Hurwitz & Schlossberg Productions', 'Sony Pictures Television', 'Overbrook Entertainment']",,"['William Zabka', 'Ralph Macchio', 'Courtney Henggeler', 'Xolo Mariduena', 'Tanner Buchanan']",[],"['Hayden Schlossberg', 'James Lassiter', 'Will Smith', 'Josh Heald', 'Caleeb Pinkett', 'Susan Ekins', 'Jon Hurwitz']","['california', 'martial arts', 'karate', 'sensei', 'rivalry', 'dojo', 'martial artist', 'father figure', 'frenemies', 'father son relationship', 'absurd']"
4589,Arrested Development,"The story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",Someone had to get the family back together.,2003-11-02,7.929,1475,70.1031,en,Ended,Scripted,5,84,"['FOX', 'Netflix']",['Comedy'],"['Imagine Television Studios', 'The Hurwitz Company', '20th Century Fox Television', 'Dakota Pictures']",,"['Jason Bateman', 'Portia de Rossi', 'Will Arnett', 'Michael Cera', 'Alia Shawkat']",[],"['Ron Howard', 'Mitchell Hurwitz', 'Brian Grazer', 'David Nevins']","['prison', 'narration', 'dysfunctional family', 'family relationships', 'sexual humor', 'mockumentary', 'psychotic', 'fake documentary', 'orange county, california', 'sitcom']"
62320,Grace and Frankie,"Elegant, proper Grace and freewheeling, eccentric Frankie are a pair of frenemies whose lives are turned upside down - and permanently intertwined - when their husbands leave them for each other. Together, they must face starting over in their 70s in a 21st century world.",One more happy ending.,2015-05-08,7.7,335,69.2956,en,Ended,Scripted,7,94,['Netflix'],"['Comedy', 'Drama']",['Skydance Television'],,"['Jane Fonda', 'Lily Tomlin', 'Martin Sheen', 'Sam Waterston', 'June Diane Raphael']",[],['John Hoffman'],"['divorce', 'family', 'beach house', 'lgbt', 'elderly', 'frenemies', 'senescence']"
3796,Trailer Park Boys,Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,There's a new world order at Sunnyvale Trailer Park.,2001-04-22,7.716,276,67.6965,en,Ended,Scripted,12,105,"['Showcase', 'Netflix']",['Comedy'],"['Sunnyvale Productions', 'Swearnet Pictures', 'Topsail Entertainment', 'Showcase Television']",,"['John Paul Tremblay', 'Robb Wells', 'Mike Smith', 'John Dunsworth', 'Patrick Roach']",[],[],"['trailer park', 'canada', 'white trash', 'dark comedy', 'marijuana', 'mockumentary', 'sitcom', 'playful', 'cheerful', 'comforting']"
66488,Chelsea,"It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style.",,2016-05-11,5.118,72,65.945,en,Canceled,Talk Show,2,120,['Netflix'],"['Talk', 'Comedy']",[],,['Chelsea Handler'],[],[],['adult humor']
74204,Big Mouth,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,Coming again. For the last time.,2017-09-29,7.656,1122,63.4054,en,Ended,Scripted,8,81,['Netflix'],"['Comedy', 'Animation']","['Danger Goldberg Productions', 'Fathouse Industries', 'Good At Bizness', 'Titmouse']",,"['Nick Kroll', 'John Mulaney', 'Jessi Klein', 'Jason Mantzoukas', 'Maya Rudolph']",[],[],"['adolescence', 'puberty', 'cartoon', 'crude humor', 'adult humor', 'middle school', 'teenage sexuality', 'pubescent', 'western animation', 'big mouth']"
59717,Comedians in Cars Getting Coffee,"Jerry takes his comedy pals out for coffee in a selection of his classic automobiles. Larry David sums it up best when he says, 'You've finally made a show about nothing.'",,2012-07-19,7.196,153,56.2422,en,Ended,Scripted,11,84,"['Crackle', 'Netflix']","['Comedy', 'Talk']",['Sony Pictures Television'],,['Jerry Seinfeld'],[],['Jerry Seinfeld'],"['coffee', 'comedian']"
61671,Unbreakable Kimmy Schmidt,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore.",Life begins when the world doesn't end.,2015-03-06,7.1,559,55.1454,en,Ended,Scripted,4,51,['Netflix'],['Comedy'],"['Universal Television', 'Little Stranger']",,"['Ellie Kemper', 'Tituss Burgess', 'Jane Krakowski', 'Carol Kane']",[],[],"['new york city', 'cult', 'fish out of water', 'new home', 'sitcom']"
81356,Sex Education,Inexperienced Otis channels his sex therapist mom when he teams up with rebellious Maeve to set up an underground sex therapy clinic at school.,Growth is a group project.,2019-01-11,8.239,7493,53.2578,en,Ended,Scripted,4,32,['Netflix'],"['Comedy', 'Drama']",['Eleven'],,"['Asa Butterfield', 'Gillian Anderson', 'Ncuti Gatwa', 'Emma Mackey', 'Kedar Williams-Stirling']",[],[],"['england', 'small town', 'sex therapy', 'high school', 'school', 'teenage sexuality', 'lgbt', 'lgbt teen', 'sex comedy', 'black lgbt', 'sex therapist', 'teenage protagonist', 'asexuality', 'gay theme', 'inspirational', 'lighthearted', 'cheerful', 'asexual']"
119051,Wednesday,"Wednesday Addams is sent to Nevermore Academy, a bizarre boarding school where she attempts to master her psychic powers, stop a monstrous killing spree of the town citizens, and solve the supernatural mystery that affected her family 25 years ago — all while navigating her new relationships.",The wait has been torture.,2022-11-23,8.418,9106,52.9615,en,Returning Series,Scripted,2,16,['Netflix'],"['Sci-Fi & Fantasy', 'Mystery', 'Comedy']","['MGM Television', 'Millar Gough Ink', 'Toluca Pictures', 'Tim Burton Productions']",,"['Jenna Ortega', 'Emma Myers', 'Joy Sunday', 'Hunter Doohan', 'Moosa Mostafa']",[],"['Miles Millar', 'Gail Berman', 'Kayla Alpert', 'Jenna Ortega', 'Andrew Mittman', 'Kevin Miserocchi', 'Tim Burton', 'Alfred Gough', 'Jonathan Glickman']","['witch', 'friendship', 'teenage girl', 'spin off', 'gothic', 'macabre', 'dark fantasy', 'goth girls', 'addams family', 'academy', 'dramatic', 'based on comic strip', 'anti heroine']"
129959,Kung Fu Panda: The Dragon Knight,"Follow the adventures of Po, who partners up with a no-nonsense English knight named Wandering Blade to find a collection of four powerful weapons before a mysterious pair of weasels do, and save the world from destruction.",,2022-07-14,7.542,236,52.2341,en,Ended,Scripted,3,42,['Netflix'],"['Animation', 'Action & Adventure', 'Comedy', 'Kids']","['DreamWorks Animation Television', 'Pearl Studio']",,"['Jack Black', 'Rita Ora', 'Chris Geere', 'Della Saba', 'James Hong']",[],"['Jack Black', 'Shaunt Nigoghossian', 'Peter Hastings']","['brown bear', 'panda', 'knight', 'goose', 'warriors', '3d animation', 'weasels', 'magical weapons']"
64113,W/ Bob & David,"After being dishonorably discharged from the Navy Seals, Bob and David are back serving our country the way they do best, making sketch comedy. Four half-hours of brand new comedy featuring all new characters, all new scenes, and most importantly, all new wigs. ",Comedy at its sketchiest.,2015-11-13,6.809,68,49.1954,en,Ended,Scripted,1,5,['Netflix'],['Comedy'],['Abso Lutely Productions'],,"['David Cross', 'Bob Odenkirk', 'John Ennis', 'Jay Johnston', 'Brian Posehn']","['Jason Woliner', 'Keith Truesdell']","['Bob Odenkirk', 'Dino Stamatopoulos', 'Eric Hoffman', 'Jay Johnston', 'Brian Posehn', 'Tim Heidecker', 'David Cross', 'Mark Rivers']","['sketch comedy', 'skit']"
68267,Trollhunters: Tales of Arcadia,"After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds.",,2016-12-23,8.439,1090,48.3696,en,Ended,Scripted,3,52,['Netflix'],"['Family', 'Animation', 'Action & Adventure', 'Comedy', 'Sci-Fi & Fantasy']","['Cha Cha Chá', 'DreamWorks Animation Television', 'Double Dare You', 'DreamWorks Animation']",,"['Lexi Medrano', 'Charlie Saxton', 'Amy Landecker', 'Kelsey Grammer', 'Fred Tatasciore']",[],"['Dan Hageman', 'Marc Guggenheim', 'Kevin Hageman', 'Christina Steinberg', 'Rodrigo Blaas', 'Guillermo del Toro']",['tales of arcadia']
73021,Disenchantment,"Set in a ruined medieval city called Dreamland, Disenchantment follows the grubby adventures of a hard-drinking princess, her feisty elf companion and her personal demon.",Her throne is calling.,2018-08-17,7.5,1176,47.426,en,Ended,Scripted,3,50,['Netflix'],"['Animation', 'Comedy', 'Action & Adventure', 'Sci-Fi & Fantasy']",['The ULULU Company'],,"['Abbi Jacobson', 'Lucy Montgomery', 'Nat Faxon', 'Tress MacNeille', 'David Herman']",[],[],"['elves', 'fairy tale', 'kingdom', 'princess', 'female protagonist', 'demon', 'medieval', 'adult animation', 'fantasy world', 'absurd', 'enchant']"
63623,Fuller House,"D.J. Tanner-Fuller is a widow and mother of three. Things become too much to handle, so she asks for help from her sister Stephanie and her best-friend Kimmy.",Life is fuller with family.,2016-02-26,7.421,551,45.9733,en,Ended,Scripted,5,75,['Netflix'],"['Family', 'Comedy']","['Warner Horizon Television', 'Miller/Boyett Productions', 'Jeff Franklin Productions']",,"['Jodie Sweetin', 'Candace Cameron Bure', 'Andrea Barber', 'Elias Harger', 'Soni Bringas']",[],['Jeff Franklin'],"['sibling relationship', 'san francisco, california', 'friends', 'family', 'cliché']"
83519,Patriot Act with Hasan Minhaj,"Every Sunday, Hasan Minhaj brings an incisive and nuanced perspective to global news, politics and culture in his unique comedy series.",,2018-10-28,7.1,58,45.5742,en,Canceled,Talk Show,6,40,['Netflix'],"['Comedy', 'Talk']","['Margolis Superstore', 'Minhaj Inc', 'Art & Industry']",,['Hasan Minhaj'],[],['Hasan Minhaj'],"['political activism', 'human rights', 'political satire', 'globalisation', 'live audience', 'web show']"
65493,The Ranch,"Being a pro athlete didn't pan out for Colt. Now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family.",Blood is thicker than whiskey.,2016-04-01,7.413,254,44.2974,en,Ended,Scripted,4,80,['Netflix'],"['Comedy', 'Family', 'Western']",['Ranch Hand Productions'],,"['Ashton Kutcher', 'Elisha Cuthbert', 'Sam Elliott', 'Debra Winger', 'Grady Lee Richmond']",[],"['Jim Patterson', 'Don Reo', 'Ashton Kutcher']","['parent child relationship', 'colorado', 'ranch', 'sitcom']"
67202,EastSiders,"What happens after the world ends?  This show explores the aftermath of infidelity on a gay couple in Silver Lake, CA.","Staying together, Falling apart",2012-12-14,6.4,34,41.878,en,Ended,Scripted,4,27,"['YouTube', 'Vimeo', 'logotv.com', 'Netflix']","['Drama', 'Comedy']",[],,"['Van Hansis', 'Kit Williamson', 'John Halbach', 'Matthew McKelligon', 'Leith M. Burke']",[],"['Kit Williamson', 'John Halbach']","['infidelity', 'friends', 'dark comedy', 'lgbt', 'gay theme']"
82596,Emily in Paris,"When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.",Ready to chic things up.,2020-10-02,7.6,1426,40.2781,en,Returning Series,Scripted,5,40,['Netflix'],"['Drama', 'Comedy']","['MTV Entertainment Studios', 'Jax Media', 'Darren Star Productions', 'Imagine Television Studios']",,"['Lily Collins', 'Philippine Leroy-Beaulieu', 'Ashley Park', 'Lucas Bravo', 'Camille Razat']",[],"['Darren Star', 'Andrew Fleming', 'Lilly Burns', 'Tony Hernandez']","['affectation', 'marketing', 'friendship', 'love', 'romcom', 'female protagonist', 'american abroad', 'satirical', 'serene', 'romantic', 'amused']"
100883,Never Have I Ever,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular -- but friends, family and feeling won't make it easy on her.","Same nerds, new drama.",2020-04-27,8.1,1781,40.0802,en,Ended,Scripted,4,40,['Netflix'],"['Comedy', 'Drama']","['Kaling International', 'Universal Television']",,"['Maitreyi Ramakrishnan', 'Poorna Jagannathan', 'Jaren Lewison', 'Darren Barnet', 'Lee Rodriguez']",[],"['Mindy Kaling', 'Lang Fisher', 'David Miner', 'Howard Klein']","['friendship', 'romance', 'coming of age', 'teen comedy', 'lgbt', 'loving', 'hilarious', 'joyful']"
77606,The Boss Baby: Back in Business,"With a little help from his brother and accomplice, Tim, Boss Baby tries to balance family life with his job at Baby Corp headquarters.",,2018-04-06,7.072,1756,40.0656,en,Ended,Scripted,4,49,['Netflix'],"['Animation', 'Action & Adventure', 'Comedy', 'Kids']",['DreamWorks Animation Television'],,"['JP Karliak', 'Alex Cazares', 'Kevin Michael Richardson', 'Carlos Ponce', 'Pierce Gagnon']",[],['Brandon Sawyer'],['baby']
39659,TIGER & BUNNY,"In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr.",,2011-04-03,6.9,47,38.0164,ja,Ended,Scripted,2,50,"['MBS', 'Netflix']","['Action & Adventure', 'Animation', 'Comedy', 'Sci-Fi & Fantasy']","['SUNRISE', 'Bandai Namco Pictures', 'Bandai Visual', 'MBS', 'TFC', 'Sunrise Music']",,"['Hiroaki Hirata', 'Masakazu Morita', 'Go Inoue', 'Kenjiro Tsuda', 'Mariya Ise']",[],"['Masayuki Ozaki', 'Kenji Hamada', 'Hideyuki Tomioka']","['mutant', 'male friendship', 'superhero', 'mecha', 'evil corporation', 'bromance', 'super power', 'shounen', 'anime', 'death of a loved one', 'law', 'power suit', 'henshin heroes', 'gay subtext']"
121509,The Upshaws,"Bennie Upshaw, the head of a Black working class family in Indianapolis, is a charming, well-intentioned mechanic and lifelong mess just trying his best to step up and care for his family and tolerate his sardonic sister-in-law, all without a blueprint for success.",They're back and as imperfect as ever.,2021-05-12,7.8,59,36.8915,en,Returning Series,Scripted,4,48,['Netflix'],"['Comedy', 'Family', 'Drama']","['Push It Productions', 'Naptown Productions', 'Savannah Sweet Productions']",,"['Mike Epps', 'Kim Fields', 'Wanda Sykes', 'Khali Spraggins', 'Journey Christine']",[],"['Mike Epps', 'Wanda Sykes', 'Regina Y. Hicks', 'Niles Kirchner', 'Page Hurwitz']","['home', 'work', 'sitcom']"
88728,I Think You Should Leave with Tim Robinson,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.,,2019-04-23,6.94,125,36.7338,en,Returning Series,Scripted,3,18,['Netflix'],['Comedy'],"['Irony Point', 'Zanin Corp', 'The Lonely Island']",,['Tim Robinson'],[],"['Akiva Schaffer', 'Tim Robinson', 'Alex Bach', 'Ali Bell', 'Zach Kanin', 'Jorma Taccone', 'Andy Samberg', 'Alice Mathias', 'Daniel Powell']","['surreal', 'sketch comedy', 'playful', 'absurd', 'offbeat', 'hilarious', 'bold', 'farcical', 'ridiculous', 'sarcastic']"
96102,Hospital Playlist,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.",The slightly special everyday of us ordinary people,2020-03-12,8.49,146,36.6839,ko,Ended,Scripted,2,24,"['Netflix', 'tvN']","['Drama', 'Comedy']","['Egg is Coming', 'CJ ENM']",,"['Cho Jung-seok', 'Yoo Yeon-seok', 'Jung Kyung-ho', 'Kim Dae-myung', 'Jeon Mi-do']",[],[],"['friendship', 'behind the scenes', 'hospital', 'doctor', 'patient', 'rock band', 'divorced man', 'colleagues']"
65294,A Series of Unfortunate Events,"The orphaned Baudelaire children face trials, tribulations and the evil Count Olaf, all in their quest to uncover the secret of their parents' death.","Secrets will be revealed, one unfortunate event at a time.",2017-01-13,7.4,929,36.6292,en,Ended,Scripted,3,25,['Netflix'],"['Action & Adventure', 'Family', 'Comedy', 'Mystery']","['Take 5 Productions', 'Sonnenfeld Productions, Inc.', 'What is the Question?', 'Paramount Television Studios']",,"['Neil Patrick Harris', 'Patrick Warburton', 'Malina Weissman', 'Louis Hynes', 'K. Todd Freeman']",[],['Daniel Handler'],"['based on novel or book', 'orphan', 'reboot', ""children's adventure"", 'orphan siblings', 'unfortunate', 'based on young adult novel', 'anachronistic', 'antagonistic', 'mean spirited']"
69017,One Day at a Time,"In a reimagining of the TV classic, a newly single Latina mother raises her teen daughter and tween son with the ""help"" of her old-school mom.",,2017-01-06,7.8,175,36.5905,en,Canceled,Scripted,4,46,"['Netflix', 'Pop']",['Comedy'],"['Act III Productions', 'GloNation Studios', 'Snowpants Productions', 'Sony Pictures Television']",,"['Justina Machado', 'Rita Moreno', 'Isabella Gómez', 'Marcel Ruiz', 'Todd Grinnell']",[],"['Norman Lear', 'Gloria Calderón Kellett', 'Mike Royce', 'Brent Miller', 'Sebastian Jones']","['depression', 'feminism', 'family drama', 'single mother', 'veteran', 'ex soldier', 'sitcom', 'non-binary']"
103786,The Cuphead Show!,Follow the misadventures of the impulsive Cuphead and his cautious but persuadable brother Mugman in this animated series based on the hit video game.,,2022-02-18,8.0,340,36.3638,en,Ended,Scripted,3,36,['Netflix'],"['Animation', 'Comedy', 'Family']","['StudioMDHR', 'King Features Syndicate', 'Lighthouse Studios', 'Netflix Animation']",,"['Tru Valentino', 'Frank Todaro']",[],"['Jared Moldenhauer', 'C.J. Kettler', 'Chad Moldenhauer', 'Dave Wasson']","['sibling relationship', 'slapstick comedy', 'anthropomorphism', 'based on video game', 'mischievous', 'casual']"
61174,Bee and PuppyCat,"On a charming magical island, the impulsive Bee and her furry pal get up to all sorts of adventures while working for an intergalactic temp agency.",,2014-11-06,8.125,52,36.2624,en,Ended,Scripted,2,26,"['Netflix', 'YouTube', 'VRV']","['Animation', 'Comedy', 'Sci-Fi & Fantasy', 'Family']","['Frederator Studios', 'OLM']",,['Allyn Rachel'],[],"['Natasha Allegri', 'Fred Seibert', 'Junichi Yanagihara', 'Toshiaki Okuno', 'Kevin Kolde', 'Eric Homan']","['cat', 'hero', 'slice of life', 'female hero', 'odd job', 'dimensional travel', 'interdimensional beings', 'temp agency', 'lighthearted', 'comforting']"
76178,My Next Guest Needs No Introduction With David Letterman,Late-night TV legend David Letterman hosts an intimate talk show featuring insightful conversations and fun-filled excursions with notable figures.,His beard is big. His guests are bigger.,2018-01-12,7.0,59,35.131,en,Returning Series,Talk Show,5,26,['Netflix'],"['Talk', 'Comedy']","['Worldwide Pants', 'RadicalMedia', 'Zero Point Zero']",,['David Letterman'],[],['Tom Keaney'],"['interview', 'late-night show']"
70573,GLOW,"In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling.",The girls are back in town.,2017-06-23,7.3,397,34.928,en,Canceled,Scripted,3,30,['Netflix'],"['Comedy', 'Drama']","['Lionsgate Television', 'Tilted Productions']",,"['Alison Brie', 'Betty Gilpin', 'Marc Maron', 'Sydelle Noel', 'Britney Young']",[],"['Liz Flahive', 'Tara Herrmann', 'Carly Mensch', 'Jenji Kohan', 'Mark A. Burley']","['wrestling', '1980s']"
70767,Dear White People,"At a predominantly white Ivy League college, a diverse group of students navigate various forms of racial and other types of discrimination.",The only way forward is to throw it back.,2017-04-28,6.103,175,34.725,en,Ended,Scripted,4,40,['Netflix'],"['Comedy', 'Drama']","['SisterLee Productions', 'Code Red', 'Homegrown Pictures', 'Roadside Attractions', 'Lionsgate Television']",,"['Logan Browning', 'Brandon P Bell', 'DeRon Horton', 'Antoinette Robertson', 'John Patrick Amedori']",[],[],"['college', 'social commentary', 'racism', 'racial tension', 'social justice', 'based on movie', 'racial issues', 'young adult']"
90955,The Naked Director,"Follows the rise of Tooru Muranishi, one of Japan's most notorious directors of adult video.  Adapted from a biography of the man, this series depicts the character, his art, vision and his interactions with the approving and disapproving folk around him.",,2019-08-08,7.3,172,34.4488,ja,Ended,Scripted,2,16,['Netflix'],"['Comedy', 'Drama']","['Image Field Inc.', 'C&I entertainment']",,"['Takayuki Yamada', 'Shinnosuke Mitsushima', 'Misato Morita', 'Tetsuji Tamayama', 'Tokio Emoto']",[],['Kaata Sakamoto'],"['japan', 'yakuza', 'nightclub', 'based on true story', '1980s', 'unfaithful wife', 'shōwa era (1926-89)', 'economic bubble']"
86957,Green Eggs and Ham,"Guy-Am-I, an inventor, and his friend Sam-I-Am go on a cross-country trip that would test the limits of their friendship. As they learn to try new things, they find out what adventure brings.",The Seuss hits the pan.,2019-11-08,8.0,64,34.3901,en,Ended,Scripted,2,23,['Netflix'],"['Kids', 'Family', 'Animation', 'Comedy', 'Action & Adventure']","['Warner Bros. Animation', 'A Very Good Production', 'GulfStream Pictures', 'A Stern Talking To']",,"['Adam Devine', 'Michael Douglas', 'Ilana Glazer', 'Diane Keaton', 'Keegan-Michael Key']",[],"['David Dobkin', 'Sam Register', 'Ellen DeGeneres']","[""based on children's book"", 'buddy comedy', 'mother daughter relationship', 'egg']"
195670,"XO, Kitty","Teen matchmaker Kitty Song Covey thinks she knows everything there is to know about love. But when she moves halfway across the world to reunite with her long-distance boyfriend, she'll soon realize that relationships are a lot more complicated when it's your own heart on the line.",Time for some more Seoul searching.,2023-05-18,8.082,512,34.0775,en,Returning Series,Scripted,2,18,['Netflix'],"['Comedy', 'Drama']","['AwesomenessTV', 'ACE Entertainment', 'Jenny Kissed Me', 'Purple Pen']",,"['Anna Cathcart', 'Choi Min-yeong', 'Gia Kim', 'Sang Heon Lee', 'Anthony Keyvan']",[],"[""Jessica O'Toole"", 'Jenny Han', 'Matt Kaplan']","['affectation', 'high school', 'spin off', 'high school student', 'lgbt', 'study abroad', 'gay theme', 'korean', 'international student', 'seoul, south korea', 'campus romance', 'hilarious', 'amused']"
81357,Dead to Me,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,There's always a way out.,2019-05-03,7.26,547,33.7926,en,Ended,Scripted,3,30,['Netflix'],"['Drama', 'Comedy', 'Crime']","['Gloria Sanchez Productions', 'CBS Studios', 'Visualized']",,"['Christina Applegate', 'Linda Cardellini', 'James Marsden', 'Luke Roessler', 'Sam McCarthy']",[],"['Jessica Elbaum', 'Adam McKay', 'Christie Smith', 'Liz Feldman', 'Christina Applegate', 'Will Ferrell']","['widow', 'female friendship', 'friendship', 'hit-and-run', 'murder', 'grief', 'dark comedy', 'parenthood', 'miscarriage', 'dramedy', 'tragicomedy']"
71578,Atypical,"Sam, an 18-year-old on the autism spectrum, takes a funny, yet painful, journey of self-discovery for love and independence and upends his family.",Normal is overrated.,2017-08-11,8.089,1132,33.4457,en,Ended,Scripted,4,38,['Netflix'],"['Drama', 'Comedy']","['Sony Pictures Television', 'Exhibit A', 'Weird Brain, Inc.']",,"['Jennifer Jason Leigh', 'Keir Gilchrist', 'Jack Haven', 'Michael Rapaport']",[],"['Seth Gordon', 'Robia Rashid']","['autism', 'high school', 'connecticut', 'family relationships', 'coming of age', 'autistic', 'teenage protagonist']"
63522,F is for Family,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.",Kick 'em in the cul-de-sac.,2015-12-18,7.39,388,32.803,en,Ended,Scripted,5,44,['Netflix'],"['Comedy', 'Animation']","['Wild West Television', 'Gaumont International Television', 'Loner Productions', 'King of France Productions', 'Gaumont', 'Gaumont Animation']",,"['Bill Burr', 'Laura Dern', 'Justin Long', 'Haley Reinhart', 'Debi Derryberry']",[],"['Peter Billingsley', 'Vince Vaughn']","['1970s', 'dysfunctional family']"
100350,Girls5eva,"When a one-hit-wonder girl group from the '90s gets sampled by a young rapper, its members reunite to give their pop star dreams one more shot. They may be grown women balancing spouses, kids, jobs, debt, aging parents and shoulder pain, but can't they also be Girls5Eva?",Call it a comeback.,2021-05-06,6.1,53,32.2882,en,Canceled,Scripted,3,22,"['Netflix', 'Peacock']",['Comedy'],"['Universal Television', 'Little Stranger', 'Bevel Gears', '3 Arts Entertainment']",,"['Sara Bareilles', 'Busy Philipps', 'Paula Pell', 'Renée Elise Goldsberry']",[],"['Tina Fey', 'Robert Carlock', 'Jeff Richmond', 'Eric Gurian', 'Meredith Scardino', 'David Miner']","['pop star', 'reunion', 'candid', 'workplace comedy', 'ironic', 'lyrical', 'entertainment industry', 'mischievous', 'one hit wonder', 'relaxed', 'inspirational', 'lighthearted', 'casual', 'witty', 'hilarious', 'whimsical', 'bold', 'cheerful', 'comforting', 'compassionate', 'defiant', 'dignified', 'earnest', 'empathetic', 'enthusiastic', 'hopeful', 'joyful', 'optimistic', 'sincere', 'sympathetic', 'vibrant']"
