id,name,overview,tagline,first_air_date,vote_average,vote_count,popularity,original_language,status,type,number_of_seasons,number_of_episodes,networks,genres,production_companies,content_rating,top_cast,directors,writers,keywords
216223,Let's Get Divorced,"A mediatised married couple who no longer love each other is highly optimistic about getting a divorce. However, external circumstances will get in their way and they will have no other choice but to work hand in hand to reach their ultimate goal: getting a divorce.",,2023-06-22,7.9,17,12.0895,ja,Ended,Scripted,1,9,['Netflix'],"['Comedy', 'Drama']",['TBS'],,"['Tori Matsuzaka', 'Riisa Naka', 'Ryo Nishikido', 'Yuka Itaya', 'Koji Yamamoto']",[],"['Shizuka Oishi', 'Shinichi Takahashi', 'Kankuro Kudo']",['sitcom']
97727,Inside Job,"For employees of the Deep State, conspiracies aren't just theories — they're fact. And keeping them a secret is a full-time job.",Nothing to see here.,2021-10-22,8.153,877,11.983,en,Canceled,Scripted,1,18,['Netflix'],"['Comedy', 'Animation']","['Taco Gucci', 'Netflix Animation']",,"['Lizzy Caplan', 'Clark Duke', 'Christian Slater', 'Brett Gelman', 'John DiMaggio']",[],"['Shion Takeuchi', 'Alex Hirsch']","['secret government organization', 'adult humor', 'conspiracy theory', 'adult animation', 'difficult parents', 'workplace comedy']"
80366,The Comedy Lineup,A diverse group of up-and-coming comedians perform 15-minute sets in this stand-up comedy showcase series.,,2018-07-03,5.3,12,11.9526,en,Ended,Reality,1,16,['Netflix'],['Comedy'],[],,[],['Christopher Storer'],[],"['comedian', 'stand-up comedy', 'stand-up comedian']"
84155,The Sound of Your Heart: Reboot,"Based on the longest-running web-based comic series ""Ma Eum Ui Sori"" in Korea, ""Sound of your heart"" is a story about Cho Seok, an aspiring comic writer, and his strange family.",,2018-10-29,6.2,13,11.8507,ko,Ended,Scripted,2,20,['Netflix'],"['Comedy', 'Family']",['Kross Pictures'],,"['Sung Hoon', 'Kwon Yu-ri', 'Shim Hye-jin', 'Tae Hang-ho', 'Ju Jin-mo']",['Jeong Jeong-hwa'],[],"['sitcom', 'web series', 'based on webcomic or webtoon']"
116736,The Crew,"When the owner of the fictional NASCAR Bobby Spencer Racing team steps down and passes the team off to his daughter Catherine, the crew chief has to protect himself and his crew from her attempts to  modernize.",Speed is not their strength.,2021-02-15,6.953,107,11.7875,en,Canceled,Scripted,1,10,['Netflix'],['Comedy'],"['Broken Road Productions', 'Burrow Owl Productions', 'Hey Eddie', 'NASCAR']",,"['Kevin James', 'Jillian Mueller', 'Freddie Stroma', 'Gary Anthony Williams', 'Dan Ahdoot']",[],"['Andy Fickman', 'Jeff Lowell', 'Todd Garner', 'Matt Summers', 'Kevin James', 'Jeff Sussman']","['racing', 'nascar']"
81145,Cupcake & Dino - General Services,An enterprising cupcake and his cheerful dinosaur brother take on jobs of all sorts as they work to help friends and strangers in their eccentric city.,,2018-07-27,6.8,8,11.7689,en,Ended,Scripted,2,52,['Netflix'],"['Animation', 'Comedy', 'Kids']","['Birdo Studio', 'Entertainment One', 'Atomic Cartoons']",,"['Justin Collette', 'Julie Sype', 'Mark Forward', 'Kyle Dooley', 'Joris Jarsky']",[],[],[]
125255,Use for My Talent,"Because of his incomplete family, Gu Ren Qi has a closed up personality and mysophobia. Shuang Jiao used to have a happy family, but later lost her mother in a car accident, and became a slovenly person. The two became acquainted when Shuang Jiao becomes an employee in Gu Ren Qi's cleaning company. The two became closer as they get to know each other. Under each other's influence, they began to heal from their wounds.",,2021-05-09,6.111,9,11.347,zh,Ended,Scripted,1,24,"['Netflix', 'Mango TV', 'Astro Shuang Xing']","['Drama', 'Comedy']",[],,"['Jasper Liu', 'Shen Yue', 'Dai Yunfan', 'Mengdi Su', 'Xiao Ran']",['Cai Cong'],[],"['opposites attract', 'rich man poor woman', 'secondary couple', 'based on webcomic or webtoon']"
95467,The Club,"Dealing with the pressure of his father and his need to be someone, Pablo decides to start a new shady, tricky business that will lead him to some happy but tragic experiences.",,2019-11-15,7.5,164,11.2609,es,Canceled,Scripted,1,25,['Netflix'],"['Comedy', 'Drama']",['Headroom'],,"['Alejandro Speitzer', 'Minnie West', 'Axel Arenas', 'Arcelia Ramírez', 'Ana Gonzalez Bello']","['Raúl Caballero', 'Camila Ibarra', 'Agustin Ortiz']","['Omar Noceda', 'Camila Ibarra']","['drug cartel', 'drugs', 'criminal', 'cartel']"
156407,Hard Cell,A Netflix comedy series written and directed by Catherine Tate set in a women's prison. Tate plays multiple characters as a documentary crew follows the inmates and staff of HMP Woldsley capturing the penal system at its brutal humorous best.,,2022-04-12,5.1,20,11.2543,en,Ended,Scripted,1,6,['Netflix'],['Comedy'],['Leopard Pictures'],,"['Catherine Tate', 'Christian Brassington', 'Niky Wardley', 'Lorna Brown', 'Caroline Harding']",[],['Catherine Tate'],"['prison', 'prison cell', ""women's prison"", 'mockumentary', 'female writer']"
74044,Neo Yokio,"Joined by his faithful mecha-butler, Kaz Kaan pursues love, fashion and supernatural forces amid Neo Yokio's sinister high society.",,2017-09-22,5.2,51,11.2329,en,Ended,Scripted,1,6,['Netflix'],"['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy', 'Comedy']","['Friends Night', 'Studio Deen', 'Moi Animation', 'Fox Television Animation', 'Production I.G']",,"['Jaden Smith', 'Jude Law', 'Tavi Gevinson', 'Susan Sarandon', 'The Kid Mero']",[],"['Nick Weidenfeld', 'Ezra Koenig']","['bachelor', 'fashion', 'pink hair', 'anime inspired']"
114395,A Love So Beautiful,"Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood.",,2020-12-28,8.341,580,11.115,ko,Ended,Scripted,1,24,"['Netflix', 'Kakao TV']","['Drama', 'Comedy']","['Whynot Media', 'Kakao Entertainment']",,"['So Joo-yeon', 'Kim Yo-han', 'Yeo Hoi-hyeon', 'Jo Hye-joo', 'Jung Jae-Oh']",['Seo Min-jung'],"['Choi Yoo-Jung', 'Jang Yoo-Yeon']",['remake']
135959,That '90s Show,"Hello, Wisconsin! It's 1995 and Leia Forman, daughter of Eric and Donna, is visiting her grandparents for the summer where she bonds with a new generation of Point Place kids under the watchful eye of Kitty and the stern glare of Red. Sex, drugs and rock 'n roll never dies, it just changes clothes.",Growing up is harder than it looks.,2023-01-19,6.7,180,11.0861,en,Canceled,Scripted,2,26,['Netflix'],['Comedy'],"['Carsey-Werner Company', 'Ratamacue']",,"['Kurtwood Smith', 'Debra Jo Rupp', 'Callie Haverda', 'Ashley Aufderheide', 'Mace Coronel']",[],"['Marcy Carsey', 'Bonnie Turner', 'Kurtwood Smith', 'Tom Werner', 'Lindsey Turner', 'Terry Turner', 'Gregg Mettler', 'Debra Jo Rupp']","['high school', 'sitcom', '1990s']"
95612,Home for Christmas,"Tired of the constant comments on her relationship status, perpetually single Johanne starts a 24-day hunt for a boyfriend to bring home for Christmas.",,2019-12-05,7.4,231,11.0512,no,Ended,Scripted,2,12,['Netflix'],"['Comedy', 'Drama']",[],,"['Ida Elise Broch', 'Gabrielle Leithaug', 'Eric Curtis Johnson', 'Mads Sjøgård Pettersen', 'Hege Schøyen']",['Per-Olav Sørensen'],[],"['romance', 'oslo, norway', 'christmas', 'norwegian']"
194899,Represent,An idealistic educator is inadvertently thrust into the French presidential race.,,2023-01-20,6.4,60,10.9781,fr,Returning Series,Scripted,2,12,['Netflix'],['Comedy'],['STUDIO 14'],,"['Jean-Pascal Zadi', 'Vimala Pons']",[],[],"['france', 'presidential election', 'presidential candidate', 'french politics', 'french president']"
123531,If Only,"Follow the story of a 30-year-old woman who, when feeling dissatisfied with her marriage and family life, finds herself sent back in time 10 years following a lunar eclipse.",,2022-10-28,6.9,28,10.9471,es,Ended,Scripted,1,8,['Netflix'],"['Sci-Fi & Fantasy', 'Drama', 'Comedy']",['Boomerang TV'],,"['Megan Montaner', 'Miquel Fernández', 'Salva Reina', 'Michel Noher', 'Jael Pascual']","['Liliana Bocanegra', 'Alejandro Bazzano', 'Sasha Politoff', 'Humberto Miró']",['Luis Santamaría'],"['time travel', 'existentialism']"
219066,Community Squad,The members of a diverse vigilante group formed to boost the police's image are put in jeopardy when they stumble upon an unexpected drug deal.,,2023-02-17,7.9,38,10.909,es,Returning Series,Scripted,2,8,['Netflix'],"['Comedy', 'Crime']",['K & S Films'],,"['Santiago Korovsky', 'Daniel Hendler', 'Pilar Gamboa', 'Hernán Cuevas', 'Valeria Licciardi']",[],[],"['drug smuggling', 'police operation', 'community', 'police', 'dark comedy', 'drug cartel', 'gang', 'squad']"
239017,I Am Married...But!,"After a meet-cute ends in a whirlwind romance, a couple must learn to navigate the messy reality of married life that's nothing like a fairy tale ending.",,2025-02-14,7.2,10,10.894,zh,Ended,Miniseries,1,12,['Netflix'],"['Comedy', 'Drama', 'Family']","['Deal Entertainment', '時創影業股份有限公司']",,"['Ko Chia-Yen', 'Jasper Liu', 'Ko Shu-Chin', 'Fu Meng-Po', 'Tseng Jing-Hua']",['Nyssa Li'],"['Iza Sun', 'Nyssa Li']","['marriage', 'romance', 'miniseries', 'couple', 'married life']"
195841,Wellmania,"When a health crisis forces Liv to rethink her “live fast, die young” attitude, she jumps into a wellness journey to get better — even if it kills her.","get well, die trying.",2023-03-29,6.788,40,10.8761,en,Canceled,Scripted,1,8,['Netflix'],"['Comedy', 'Drama']",['Fremantle Australia'],,"['Celeste Barber', 'J.J. Fong', 'Genevieve Mooy', 'Lachlan Buchanan', 'Remy Hii']",[],"['Celeste Barber', 'Warren Clarke']","['health', 'accountability']"
234239,Everything Now,"After months in recovery for an eating disorder, 16-year-old Mia devises a bucket list of quintessential teen experiences to make up for lost time.",Seize the days... maybe?,2023-10-05,7.0,44,10.8592,en,Canceled,Scripted,1,8,['Netflix'],"['Comedy', 'Drama']",['Left Bank Pictures'],,"['Sophie Wilde', 'Lauryn Ajufo', 'Harry Cadby', 'Noah Thomas', 'Sam Reuben']",[],"['Andy Harries', 'Sian McWilliams', 'Ripley Parker', 'Rob Bullock']","['london, england', 'friendship', 'anorexia', 'coming of age', 'teenage girl', 'female protagonist', 'mental illness', 'lgbt', 'eating disorder', 'teen drama', 'bucket list', 'sapphic']"
70781,Samurai Gourmet,Recent retiree Takeshi rediscovers his passion for food and life by getting in touch with his inner warrior and eating what he truly desires.,,2017-03-17,7.8,45,10.7359,ja,Ended,Scripted,1,12,['Netflix'],['Comedy'],[],,"['Honami Suzuki', 'Tetsuji Tamayama', 'Naoto Takenaka']","['Mamoru Hoshi', 'Michihito Fujii']",['Kaata Sakamoto'],"['samurai', 'slice of life', 'food', 'based on manga', 'elderly couple']"
214128,Neon,Three friends move from a small town in Florida to Miami with the hopes of making it big in reggaeton music.,,2023-10-19,6.3,20,10.6741,en,Returning Series,Scripted,1,8,['Netflix'],['Comedy'],['SB Projects'],,"['Tyler Dean Flores', 'Emma Ferreira', 'Jordan Mendoza', 'Alycia Pascual-Peña', 'Jordana Brewster']",[],"['Anne Clements', 'Daddy Yankee', 'James Shin', 'Scooter Braun', 'Scott Manson', 'Max Searle', 'Shea Serrano']","['miami, florida', 'group of friends', 'aspiring musician', 'music industry', 'music']"
132009,Back to 15,"Unhappy at work and in her personal life, Anita discovers a way to travel back to age 15. What will she change in her past?",,2022-02-25,7.1,73,10.6635,pt,Ended,Scripted,3,18,['Netflix'],"['Comedy', 'Drama']",['Glaz Entretenimento'],,"['Maisa Silva', 'Camila Queiroz', 'Klara Castanho', 'João Guilherme Ávila', 'Larissa Manoela']",[],"['Gabriela Lima', 'Lara Lima', 'Adriana König', 'Priscila Montoto']","['time travel', 'school', 'lgbt', 'age', 'lesbian', 'transgender', 'teenager']"
212921,I Hate Christmas,"A nurse who is happily single the rest of the year is sick of being shamed for being alone at the holidays, so vows on December 1 to find someone to take home for Christmas.",,2022-12-07,6.5,66,10.6504,it,Ended,Scripted,2,12,['Netflix'],"['Comedy', 'Drama']","['Lux Vide', 'MiC']",,"['Pilar Fogliati', 'Beatrice Arnera', 'Fiorenza Pieri', 'Massimo Rigo', 'Sabrina Paravicini']",[],[],"['holiday', 'nurse', 'remake', 'romcom', 'christmas', 'searching for love']"
72671,The Standups,"Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.",,2017-07-04,5.731,26,10.6193,en,Ended,Scripted,3,18,['Netflix'],['Comedy'],[],,[],[],[],[]
226216,A Perfect Story,"When Margot flees her own wedding, she is left feeling adrift. Little does she know, it is David and his delightful chaos who can help her find her way.",,2023-07-28,7.9,125,10.5927,es,Ended,Miniseries,1,5,['Netflix'],['Comedy'],['Plano a plano'],,"['Anna Castillo', 'Álvaro Mel', 'Ane Gabarain', 'Elena Irureta', 'Ana Belén']",[],"['Marina Pérez', 'Elísabet Benavent']","['based on novel or book', 'romcom', 'romance', 'miniseries']"
122781,Asterix & Obelix: The Big Fight,"When their druid forgets how to prepare the magic potion, Asterix and Obelix must defend the village as Caesar plots to use a Gallic law against them.","""Two thumbs up!"" - Julius Caesar",2025-04-30,7.949,98,10.537,fr,Ended,Miniseries,1,5,['Netflix'],"['Animation', 'Action & Adventure', 'Comedy', 'Kids', 'Sci-Fi & Fantasy']","['Les Éditions Albert René', 'TAT Productions', 'Légende Films']",,"['Alain Chabat', 'Gilles Lellouche', 'Anaïs Demoustier', 'Laurent Lafitte', 'Thierry Lhermitte']",[],[],"['roman', 'village', 'cartoon', 'based on comic', 'brawl', 'magic potion', '3d animation', 'based on comic strip']"
89490,It's Bruno!,"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno -- and making sure the neighbors show his pooch the proper respect.",,2019-05-17,6.9,37,10.5285,en,Ended,Scripted,1,8,['Netflix'],['Comedy'],['Stage 13'],,"['Solvan Naim', 'Rob Morgan', 'Shakira Barrera', 'Donnell Rawlings', 'Jade Eshete']",['Solvan Naim'],['Solvan Naim'],"['pet', 'dog', 'brooklyn, new york city', 'pet owner']"
245312,A Man on the Inside,A retired professor gets a new lease on life when a private investigator hires him to go undercover inside a San Francisco retirement home.,How he got here is kind of a mystery.,2024-11-21,7.512,124,10.502,en,Returning Series,Scripted,1,8,['Netflix'],"['Comedy', 'Crime']","['Fremulon', '3 Arts Entertainment', 'Micromundo', 'Motto Pictures', 'Universal Television', 'Dunshire Productions']",,"['Ted Danson', 'Mary Elizabeth Ellis', 'Lilah Richcreek Estrada', 'Stephanie Beatriz']",[],"['Maite Alberdi', 'Marcela Santibáñez', 'Julie Goldman', 'Christopher Clements', 'Michael Schur', 'David Miner', 'Morgan Sackett']","['spy', 'based on movie', 'sitcom']"
99657,The Chair,"At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department.",,2021-08-20,6.5,135,10.4903,en,Canceled,Miniseries,1,6,['Netflix'],"['Drama', 'Comedy']","['BLB Media', 'Nice work Ravelli']",,"['Sandra Oh', 'Jay Duplass', 'Bob Balaban', 'Nana Mensah', 'Everly Carganilla']",['Daniel Gray Longino'],"['Amanda Peet', 'D. B. Weiss', 'Sandra Oh', 'Bernadette Caulfield', 'Daniel Gray Longino', 'David Benioff']","['professor', 'challenge', 'university', 'teaching', 'student protest', 'elderly', 'dramedy', 'adopted daughter', 'loss of wife', 'asian american', 'student', 'english literature']"
197679,The Life and Movies of Erşan Kuneri,"Reexamining his own legacy, a renowned figure in erotic cinema decides to branch out and make movies in other genres, from sci-fi to medieval action.",,2022-05-13,6.9,66,10.4125,tr,Returning Series,Scripted,2,16,['Netflix'],['Comedy'],['CMYLMZ Fikirsanat'],,"['Cem Yılmaz', 'Zafer Algöz', 'Çağlar Çorumlu', 'Nilperi Şahinkaya', 'Merve Dizdar']",['Cem Yılmaz'],['Cem Yılmaz'],"['1970s', 'director', 'producer', '1980s']"
114066,The G Word with Adam Conover,"Love it or hate it, the government plays a huge role in our lives. Adam Conover explores its triumphs, failures and how we might be able to change it.","Our government, uncensored.",2022-05-19,6.2,13,10.4012,en,Ended,Miniseries,1,6,['Netflix'],"['Documentary', 'Comedy']","['Higher Ground', 'A24', 'Fair Point']",,"['Adam Conover', 'Nicole Randall Johnson', 'James Austin Johnson', 'Sierra Katow', 'Raphael Chestang']","['Nneka Onuorah', 'Jon Wolf']","['Jon Wolf', 'Tonia Davis', 'Jon Cohen', 'Hallie Haglund', 'Adam Conover', 'Priya Swaminathan']","['federal government', 'history']"
80626,Samantha!,"A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into the spotlight.",,2018-07-06,6.1,19,10.3261,pt,Canceled,Scripted,2,14,['Netflix'],['Comedy'],"['Los Bragas', 'Quanta Centro de Produções Cinematográficas']",,[],[],[],"['pop culture', 'sao paulo, brazil', 'sitcom', '1980s']"
157726,Standing Up,"From odd jobs to the hunt for viral fame, making a career in stand-up comedy isn't easy, but four friends risk everything to make the world laugh.",,2022-03-18,6.828,32,10.2129,fr,Ended,Scripted,1,6,['Netflix'],"['Comedy', 'Drama']",[],,"['Jean Siuen', 'Mariama Gueye', 'Younès Boucif', 'Elsa Guedj']",[],[],"['heartfelt', 'witty']"
128115,Feels Like Ishq,Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.,,2021-07-23,5.667,6,10.0847,hi,Returning Series,Miniseries,1,6,['Netflix'],"['Comedy', 'Drama']","['Mutant Films', 'AwesomenessTV']",,"['Radhikka Madan', 'Rohit Saraf', 'Amol Parashar', 'Tanya Maniktala', 'Saba Azad']","['Ruchir Arun', 'Anand Tiwari', 'Tahira Kashyap Khurrana', 'Danish Aslam', 'Jaydeep Sarkar', 'Sachin Kundalkar']","['Monisha Thyagarajan', 'Shubhra Chatterji', 'Gazal Dhaliwal', 'Aarsh Vora', 'Seher Aly Latif', 'Saurabh Swamy', 'Ira Dubey', 'Ritwiq Joshi', 'Arati Raval', 'Sulagna Chatterjee']","['date', 'love', 'anthology', 'india', 'emotions', 'relationships', 'young']"
126840,Creator's File: GOLD,"Comedian Ryuji Akiyama satirizes top ""creators"" in Japan with a deadpan, unerring eye for humor, with help from some surprising celebrity guest stars.",,2021-06-03,6.5,4,10.0454,ja,Ended,Scripted,1,8,['Netflix'],"['Comedy', 'Drama']","['GEEK PICTURES', 'CTB', 'Yoshimoto Kogyo', 'YD Creation']",,['Ryuji Akiyama'],[],[],[]
136394,Freeridge,Four teen friends work to reverse a curse after a peculiar old box seems to bring misfortune — and more — into their lives.,Reverse the curse.,2023-02-02,6.8,24,9.8898,en,Canceled,Scripted,1,8,['Netflix'],"['Comedy', 'Drama', 'Mystery']",['Crazy Cat Lady Productions'],,"['Keyla Monterroso Mejia', 'Bryana Salaz', 'Tenzing Norgay Trainor', 'Ciara Riley Wilson', 'Peggy Blow ']",[],['Lauren Iungerich'],"['friends', 'curse', 'spin off', 'group of friends', 'mysterious object']"
111743,Love & Anarchy,A married consultant and a young IT tech kick off a flirty game that challenges societal norms — and leads them to re-evaluate their entire lives.,,2020-11-04,7.094,203,9.8794,sv,Ended,Scripted,2,16,['Netflix'],"['Comedy', 'Drama']",['FLX'],,"['Ida Engvoll', 'Björn Mosten', 'Carla Sehn', 'Reine Brynolfsson', 'Gizem Erdogan']",[],[],"['stockholm, sweden', 'business consultant', 'publishing house', 'age-gap relationship', 'affair']"
210942,Lookism,"In a society that favors good looks, a high school outcast leads a double life switching between his two bodies that are polar opposites in appearance.",,2022-12-08,8.363,267,9.8659,ko,Ended,Scripted,1,8,['Netflix'],"['Comedy', 'Drama', 'Animation']",['Studio Mir'],,"['Shim Kyu-hyuck', 'Han Shin', 'Ryu Seung-gone', 'Jeong Jae-heon', 'Nam Doh-hyeong']",[],"['Kohei Obara', 'Isao Murayama']","['body-swap', 'high school student', 'web series', 'based on webcomic or webtoon', 'aeni', 'original net animation (ona)', 'based on manhwa', 'lookism']"
78941,Aggretsuko,"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",,2018-04-20,7.3,146,9.7528,ja,Ended,Scripted,5,50,['Netflix'],"['Animation', 'Comedy']",['Fanworks'],,"['Kaolip', 'Rareko', 'Shingo Katou', 'Rina Inoue', 'Sohta Arai']",[],['Tarō Gotō'],"['office', 'fox', 'work', 'pig', 'heavy metal', 'friendship', 'satire', 'anthropomorphism', 'adult animation', 'death metal', 'anime', 'working life', 'japanese workplace', 'sanrio', 'original net animation (ona)']"
127571,The War Next-door,"When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",,2021-07-07,7.3,267,9.7479,es,Canceled,Miniseries,2,16,['Netflix'],['Comedy'],[],,['Luz Aldán'],[],[],['campy']
96425,The Neighbor,"Javier is going through a bad patch: he can hardly make it to the end of the month, his business of T-shirts with de-motivational slogans is not quite getting the attention, and his relationship with Lola is shacking. The least thing he needed was for an alien to fall on him and transfer his powers to him before dying.",,2019-12-31,6.6,43,9.6459,es,Ended,Scripted,2,18,['Netflix'],['Comedy'],['Zeta Studios'],,"['Quim Gutiérrez', 'Clara Lago', 'Adrián Pino', 'Catalina Sopelana']",[],[],"['superhero', 'based on comic', 'alien', 'business', 'power']"
73113,A Little Help with Carol Burnett,"In this unscripted series starring comedy legend Carol Burnett, kids dish out advice to celebrities and everyday people in front of a live audience.",,2018-05-04,5.7,10,9.5427,en,Canceled,Talk Show,1,12,['Netflix'],"['Comedy', 'Talk']",['Dick Clark Productions'],,['Carol Burnett'],[],[],"['talk show', 'advice']"
107422,Alien TV,"Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies.",,2020-08-21,6.6,91,9.4885,en,Ended,Scripted,2,26,['Netflix'],"['Animation', 'Comedy', 'Family', 'Kids']","['Pop Family Entertainment', 'Entertainment One']",,[],[],[],['alien']
246483,Maamla Legal Hai,"Chaos collides with the letter of the law at District Court Patparganj, where quirky employees work to uphold justice — but not without a few objections.",A courtroom comedy that brings infamous cases - where laughter is the only verdict,2024-03-01,7.688,16,9.4712,hi,Ended,Scripted,1,8,['Netflix'],"['Comedy', 'Drama']",['Posham Pa Pictures'],,"['Ravi Kishan', 'Naila Grrewal', 'Nidhi Bisht', 'Anant Joshi', 'Anjum Batra']",['Rahul Pandey'],"['Saurabh Khanna', 'Sameer Saxena', 'Kunal Aneja']","['courtroom', 'criminal lawyer', 'workplace comedy']"
85958,Malibu Rescue: The Series,"On the heels of Junior Rescue training, Team Flounder returns to brave the beach in a series of thrilling saves and lighthearted laughs.",,2019-06-03,6.837,46,9.4128,en,Canceled,Scripted,1,8,['Netflix'],['Comedy'],[],,"['Ricardo Hurtado', 'Breanna Yde', 'Jackie R. Jacobson', 'Abby Donnelly', 'Alkoya Brunson']",[],['Savage Steve Holland'],"['malibu', 'lifeguard']"
127372,Captain Laserhawk: A Blood Dragon Remix,"Branded an enemy of the state, a cyborg supersoldier struggles to find a cause worth fighting for in a dystopian society where nothing is what it seems.",This year is 1992. It is the future.,2023-10-19,7.7,86,9.3216,en,Ended,Scripted,1,6,['Netflix'],"['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy', 'Comedy', 'Drama']","['Bobbypills', 'Ubisoft Film & Television']",,"['Nathaniel Curtis', 'Caroline Ford', 'David Menkin']",[],"['Gerard Guillemot', 'Adi Shankar', 'Hugo Revon', 'Hélène Juguet']","['cyborg', 'outcast', 'based on video game', 'adult animation', 'undercover operation', '1990s', 'crossover']"
154647,Angry Birds: Summer Madness,"Teen birds Red, Chuck, Bomb and Stella are crashing through Camp Splinterwood with their fellow feathered campers for a summer of high-flying hijinks!",,2022-01-28,7.2,91,9.249,en,Ended,Miniseries,3,36,['Netflix'],"['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy', 'Comedy']","['Rovio Entertainment', 'Cake Entertainment', 'Kickstart Entertainment', 'Yowza! Animation']",,"['Ian Hanlin', 'Deven Mack', 'Ty Olsson', 'Gigi Saul Guerrero', 'Ana Sani']",[],[],[]
194682,Super PupZ,"Four pups with superpowers team up to help their new friends and a furry alien comrade in this cuddly, cosmic adventure.",,2022-03-31,8.5,13,9.1765,en,Returning Series,Scripted,1,9,['Netflix'],"['Comedy', 'Family', 'Kids']",[],,"['Dave Foley', 'Harland Williams', 'Michael Teigen', 'Brian George', 'Aria Birch']",[],['Robert Vince'],"['super power', 'dogs']"
283387,Everybody's Live with John Mulaney,John Mulaney conducts the first-ever celebrity sit-down talk show. Live every week.,,2025-03-12,7.0,1,9.1499,en,Returning Series,Talk Show,1,12,['Netflix'],"['Comedy', 'Talk']",['Multiple Camera Productions'],,"['John Mulaney', 'Richard Kind']",[],"['David Ferguson', 'Ashley Edens', 'John Foy', 'John Mulaney']","['talk show', 'celebrity', 'celebrity interview']"
152471,Ghost Doctor,A skilled surgeon becomes a coma patient and possesses a first-year resident who is the polar opposite of him in expertise and personality.,,2022-01-03,8.117,61,9.1212,ko,Ended,Scripted,1,16,"['Netflix', 'tvN']","['Comedy', 'Drama', 'Sci-Fi & Fantasy']","['Studio Dragon', 'Bon Factory']",,"['Rain', 'Kim Bum', 'Uie', 'Son Na-eun', 'Kim Jae-yong']",[],[],"['supernatural', 'bromance', 'doctor', 'ghost', 'medical', 'fantasy']"
251414,John Mulaney Presents: Everybody's in L.A.,"In six live installments, John Mulaney explores Los Angeles during a week when pretty much every funny person is in town.",,2024-05-03,6.8,10,9.0439,en,Ended,Miniseries,1,6,['Netflix'],"['Comedy', 'Talk']",['Multiple Camera Productions'],,"['John Mulaney', 'Richard Kind']",[],"['Ashley Edens', 'John Mulaney']","['talk show', 'los angeles, california', 'livestream', 'irreverent', 'witty']"
250162,The Decameron,"As the bubonic plague spreads through Italy, a group of nobles and servants retreats to a villa, where their lavish getaway quickly spirals into chaos.",Til death do we party.,2024-07-25,6.1,81,9.0107,en,Ended,Miniseries,1,8,['Netflix'],"['Comedy', 'Drama']",['Tilted Productions'],,"['Amar Chadha-Patel', 'Leila Farzad', 'Lou Gala', 'Karan Gill', 'Tony Hale']",[],"['Kathleen Jordan', 'Tara Herrmann', 'Michael Uppendahl', 'Blake McCormick', 'Jenji Kohan']","['based on novel or book', 'black death', '1300s', 'approving', 'pretentious']"
131721,Oggy Oggy,Join adorable kitten Oggy and his cast of cat pals in a bright and colorful kitty world. They're always on the go for fun times and fantastic adventures!,,2021-08-24,6.0,2,8.9344,en,Returning Series,Scripted,3,195,['Netflix'],"['Animation', 'Kids', 'Comedy']",['Studio Xilam'],,[],[],[],['reboot']
91252,Daniel Sloss: Live Shows,"Comedian Daniel Sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent.",,2018-09-11,8.0,48,8.8844,en,Ended,Miniseries,1,2,['Netflix'],['Comedy'],[],,['Daniel Sloss'],"['Daniel Sloss', 'Ryan Polito']","['Daniel Sloss', 'J.P. Buck', 'Marlene Zwickler', 'Jeff Ross', ""Conan O'Brien""]","['comedian', 'stand-up comedy', 'miniseries', 'tv special']"
210461,Ex-Addicts Club,Five individuals struggling to get over their past breakups come together to form an unusual support group.,,2023-04-20,3.3,3,8.8173,id,Ended,Miniseries,1,10,['Netflix'],"['Comedy', 'Drama']","['Freemantle Indonesia', 'Wahana Kreator']",,"['Agatha Pricilla', 'Rachel Amanda', 'Chicco Kurniawan', 'Andri Mashadi', 'Hafizh Weda']","['Kuntz Agus', 'Bambang Kuntara Murti']","['Salman Aristo', 'Diva Apresya', 'Cassandra P. Cameron', 'Yayu Yuliani']",[]
120849,Zero Chill,"Talented teen figure skater Kayla is forced to leave everything behind when her family follows her twin brother, Mac, to a prestigious hockey academy.",,2021-03-15,7.156,90,8.7807,en,Canceled,Scripted,1,10,['Netflix'],"['Drama', 'Comedy', 'Family']",[],,"['Grace Beedie', 'Dakota Taylor', 'Jeremias Amoore', 'Anastázie Chocholatá', 'Leonardo Fontes']",[],[],['ice skating']
